U,WallDistance,nut
0.032151,0.100330,0.000247
0.028102,0.100277,0.000238
0.030247,0.136442,0.000321
0.026618,0.136416,0.000307
0.023709,0.180999,0.000369
0.026823,0.181006,0.000395
0.022370,0.235964,0.000456
0.020048,0.235969,0.000412
0.017723,0.303732,0.000421
0.017746,0.303720,0.000489
0.017402,0.387243,0.000476
0.018613,0.303721,0.000536
0.014048,0.387240,0.000548
0.027792,0.490200,0.000429
0.019701,0.490194,0.000507
0.039052,0.562907,0.000389
0.030877,0.562920,0.000454
0.038588,0.549462,0.000422
0.045601,0.549431,0.000368
0.044788,0.493475,0.000399
0.050336,0.493445,0.000358
0.049655,0.442629,0.000384
0.053537,0.442599,0.000357
0.053287,0.396451,0.000370
0.055518,0.396421,0.000358
0.055914,0.354512,0.000336
0.056601,0.354482,0.000341
0.058058,0.316424,0.000273
0.057246,0.316392,0.000285
0.058456,0.281798,0.000230
0.061049,0.281832,0.000240
0.062771,0.250380,0.000272
0.067581,0.250417,0.000318
0.025753,0.009325,0.000016
0.025991,0.009083,0.000016
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.039022,0.020897,0.000056
0.039441,0.020518,0.000056
0.046175,0.035086,0.000102
0.046608,0.034861,0.000104
0.051031,0.054678,0.000148
0.051378,0.054529,0.000150
0.054626,0.081085,0.000195
0.054869,0.080978,0.000197
0.057511,0.116438,0.000241
0.057698,0.116357,0.000243
0.060177,0.163659,0.000284
0.060387,0.163592,0.000286
0.062939,0.226673,0.000318
0.063196,0.226610,0.000319
0.065472,0.294697,0.000329
0.065716,0.282455,0.000328
0.067025,0.298950,0.000325
0.067134,0.272253,0.000325
0.067529,0.221813,0.000328
0.067598,0.252676,0.000327
0.067501,0.187819,0.000331
0.067676,0.222680,0.000330
0.067391,0.165931,0.000322
0.067599,0.204453,0.000326
0.067201,0.152829,0.000301
0.067432,0.193919,0.000312
0.066812,0.145404,0.000272
0.067122,0.188097,0.000291
0.066116,0.141390,0.000239
0.066615,0.184996,0.000266
0.064991,0.139290,0.000208
0.065865,0.183383,0.000242
0.062808,0.138151,0.000176
0.064531,0.182510,0.000216
0.057911,0.137587,0.000144
0.061624,0.182072,0.000186
0.048793,0.137306,0.000123
0.055909,0.181842,0.000160
0.035386,0.137048,0.000120
0.046601,0.181624,0.000149
0.020106,0.136834,0.000133
0.033944,0.181435,0.000154
0.000000,0.000000,0.000000
0.025521,0.009677,0.000016
0.038492,0.021452,0.000055
0.045523,0.035424,0.000100
0.050436,0.054903,0.000145
0.054135,0.081244,0.000191
0.057087,0.116557,0.000238
0.059736,0.163755,0.000281
0.062434,0.226758,0.000316
0.064953,0.303077,0.000329
0.066624,0.327090,0.000326
0.067385,0.294909,0.000326
0.067616,0.269523,0.000329
0.067637,0.254606,0.000328
0.067559,0.246201,0.000320
0.067384,0.241631,0.000307
0.067090,0.239216,0.000290
0.066668,0.237962,0.000273
0.065949,0.237282,0.000253
0.064384,0.236936,0.000227
0.061152,0.236746,0.000201
0.055386,0.236562,0.000183
0.046543,0.236396,0.000180
0.035124,0.236255,0.000193
0.021113,0.181279,0.000177
0.024046,0.236142,0.000226
0.015105,0.181160,0.000220
0.017997,0.236057,0.000282
0.016783,0.181074,0.000278
0.017908,0.236000,0.000351
0.020287,0.181021,0.000332
0.000000,0.000000,0.000000
0.025156,0.010092,0.000016
0.037774,0.022107,0.000054
0.044567,0.035835,0.000098
0.049478,0.055177,0.000142
0.053266,0.081436,0.000188
0.056290,0.116699,0.000234
0.058923,0.163867,0.000278
0.061531,0.226856,0.000314
0.064000,0.304037,0.000329
0.065764,0.355139,0.000327
0.066714,0.351729,0.000326
0.067140,0.330644,0.000327
0.067317,0.318566,0.000328
0.067375,0.311878,0.000325
0.067353,0.308278,0.000319
0.067255,0.306384,0.000309
0.067087,0.305399,0.000298
0.066785,0.304864,0.000285
0.066080,0.304588,0.000266
0.064504,0.304430,0.000243
0.061414,0.304274,0.000222
0.056089,0.304132,0.000211
0.048130,0.304008,0.000215
0.038058,0.303904,0.000236
0.027776,0.303824,0.000279
0.020512,0.303766,0.000344
0.012051,0.136667,0.000164
0.014551,0.136546,0.000210
0.018767,0.136466,0.000256
0.022804,0.136424,0.000288
0.012641,0.013094,0.000013
0.000000,0.000000,0.000000
0.022397,0.013878,0.000013
0.000000,0.000000,0.000000
0.010985,0.012744,0.000015
0.000000,0.000000,0.000000
0.009024,0.012633,0.000018
0.000000,0.000000,0.000000
0.007422,0.012613,0.000019
0.000000,0.000000,0.000000
0.006836,0.012638,0.000020
0.000000,0.000000,0.000000
0.007503,0.012697,0.000021
0.000000,0.000000,0.000000
0.009332,0.012794,0.000021
0.000000,0.000000,0.000000
0.028832,0.029673,0.000027
0.008239,0.028863,0.000033
0.011251,0.028423,0.000042
0.011678,0.028236,0.000051
0.011556,0.028176,0.000060
0.012132,0.028192,0.000064
0.013869,0.028269,0.000066
0.016729,0.028409,0.000066
0.038844,0.048692,0.000046
0.016197,0.048101,0.000049
0.008102,0.047685,0.000063
0.011930,0.047442,0.000081
0.013549,0.047311,0.000099
0.015345,0.047257,0.000112
0.017898,0.047260,0.000116
0.021265,0.047314,0.000116
0.046918,0.072318,0.000072
0.028404,0.071872,0.000067
0.010542,0.071512,0.000079
0.009796,0.071260,0.000101
0.013660,0.071098,0.000130
0.016703,0.071004,0.000155
0.019971,0.070964,0.000167
0.023661,0.070970,0.000171
0.053106,0.101528,0.000106
0.039690,0.101179,0.000092
0.022300,0.100873,0.000097
0.009853,0.100636,0.000117
0.012021,0.100465,0.000152
0.016219,0.100351,0.000190
0.020174,0.100285,0.000217
0.024098,0.100261,0.000230
0.026197,0.008919,0.000016
0.000000,0.000000,0.000000
0.039745,0.020264,0.000057
0.046879,0.034712,0.000105
0.051556,0.054432,0.000152
0.054951,0.080909,0.000199
0.057742,0.116303,0.000245
0.060455,0.163547,0.000287
0.063292,0.226569,0.000319
0.065784,0.274614,0.000328
0.067056,0.254244,0.000325
0.067274,0.199618,0.000329
0.067160,0.162149,0.000331
0.067068,0.137089,0.000318
0.066922,0.121240,0.000290
0.066531,0.111799,0.000253
0.065703,0.106567,0.000212
0.064188,0.103793,0.000173
0.060846,0.102276,0.000136
0.000000,0.000000,0.000000
0.012165,0.012937,0.000022
0.020556,0.028624,0.000068
0.025355,0.047421,0.000118
0.027765,0.071020,0.000174
0.056473,0.396327,0.000362
0.055760,0.396297,0.000368
0.054761,0.354392,0.000361
0.053702,0.354366,0.000367
0.056885,0.396357,0.000357
0.055764,0.354420,0.000354
0.056669,0.396388,0.000354
0.056473,0.354449,0.000347
0.053011,0.316304,0.000323
0.051676,0.316280,0.000332
0.054492,0.316329,0.000312
0.055978,0.316358,0.000299
0.051604,0.281709,0.000244
0.049957,0.281687,0.000252
0.053601,0.281733,0.000236
0.055921,0.281763,0.000231
0.051965,0.250287,0.000204
0.049672,0.250266,0.000196
0.054883,0.250311,0.000218
0.058493,0.250342,0.000240
0.049165,0.354152,0.000375
0.046579,0.316097,0.000356
0.049484,0.354175,0.000376
0.046940,0.316117,0.000356
0.049776,0.354204,0.000376
0.047268,0.316142,0.000355
0.050139,0.354233,0.000376
0.047672,0.316167,0.000353
0.050606,0.354259,0.000376
0.048188,0.316190,0.000351
0.051186,0.354286,0.000375
0.048825,0.316212,0.000348
0.051886,0.354313,0.000374
0.049597,0.316235,0.000344
0.052726,0.354340,0.000371
0.050539,0.316257,0.000339
0.044632,0.316062,0.000359
0.041863,0.281499,0.000309
0.045453,0.316067,0.000358
0.042827,0.281501,0.000304
0.046092,0.316080,0.000357
0.043574,0.281512,0.000300
0.044140,0.281527,0.000296
0.044557,0.281544,0.000293
0.044933,0.281567,0.000290
0.045391,0.281589,0.000286
0.045971,0.281608,0.000281
0.046686,0.281627,0.000275
0.047555,0.281647,0.000268
0.048626,0.281666,0.000261
0.039363,0.250103,0.000220
0.040553,0.250102,0.000213
0.041480,0.250111,0.000208
0.042188,0.250123,0.000205
0.042712,0.250138,0.000202
0.043187,0.250158,0.000200
0.043758,0.250179,0.000197
0.044480,0.250195,0.000195
0.045380,0.250212,0.000193
0.046489,0.250229,0.000192
0.047886,0.250247,0.000192
0.100974,0.011189,0.000314
0.100754,0.011225,0.000315
0.100782,0.011223,0.000314
0.100723,0.011243,0.000314
0.100481,0.011265,0.000316
0.088138,0.018080,0.000444
0.088302,0.018096,0.000445
0.220503,0.011292,0.000509
0.248215,0.019109,0.000719
0.219474,0.011259,0.000507
0.249095,0.019114,0.000720
0.480722,0.008190,0.002630
0.480658,0.008215,0.002627
0.480580,0.008217,0.002623
0.458559,0.010293,0.001817
0.417681,0.017074,0.001264
0.458603,0.010267,0.001817
0.417811,0.017074,0.001266
0.500000,0.000000,0.006213
0.500000,0.000000,0.006213
0.494602,0.006731,0.001576
0.461999,0.015515,0.001644
0.485148,0.010778,0.000994
0.499950,0.000180,0.005999
0.494626,0.006714,0.001576
0.494588,0.006743,0.001571
0.485185,0.010766,0.000993
0.489977,0.004250,0.000647
0.482015,0.005567,0.000417
0.490058,0.004257,0.000650
0.481963,0.005551,0.000414
0.000000,0.000000,0.000000
0.162970,0.001970,0.000217
0.000000,0.000000,0.000000
0.201102,0.001968,0.000149
0.405973,0.010581,0.000922
0.406846,0.010602,0.000928
0.220640,0.011226,0.000506
0.490769,0.003990,0.002342
0.490613,0.003968,0.002342
0.498126,0.000132,0.005948
0.500000,0.000000,0.006213
0.408023,0.010564,0.000935
0.459059,0.010229,0.001814
0.497929,0.002695,0.000856
0.497911,0.002702,0.000858
0.499949,0.000130,0.005824
0.500000,0.000000,0.006213
0.497863,0.002697,0.000851
0.490087,0.004237,0.000644
0.000000,0.000000,0.000000
0.017935,0.008711,0.000013
0.000000,0.000000,0.000000
0.017439,0.008738,0.000013
0.028827,0.019942,0.000046
0.028432,0.019986,0.000046
0.035406,0.034558,0.000086
0.035199,0.034593,0.000086
0.039973,0.054369,0.000125
0.039980,0.054398,0.000125
0.043134,0.080912,0.000167
0.043434,0.080935,0.000167
0.044858,0.116370,0.000213
0.045605,0.116386,0.000213
0.045177,0.163688,0.000261
0.046541,0.163697,0.000260
0.046611,0.226811,0.000304
0.044509,0.226809,0.000306
0.046713,0.304115,0.000337
0.043986,0.301295,0.000339
0.047451,0.370561,0.000355
0.044463,0.346918,0.000357
0.048507,0.395890,0.000363
0.045521,0.354126,0.000366
0.049477,0.395997,0.000368
0.046573,0.354117,0.000370
0.050274,0.395992,0.000371
0.047462,0.354110,0.000373
0.050911,0.396001,0.000372
0.048178,0.354117,0.000374
0.051408,0.396018,0.000374
0.048737,0.354132,0.000375
0.051790,0.396041,0.000374
0.052077,0.396068,0.000375
0.052341,0.396102,0.000375
0.052671,0.396136,0.000376
0.053097,0.396169,0.000376
0.053623,0.396202,0.000376
0.054251,0.396235,0.000375
0.054978,0.396266,0.000372
0.000000,0.000000,0.000000
0.018975,0.008690,0.000013
0.029841,0.019909,0.000046
0.036135,0.034533,0.000086
0.040375,0.054348,0.000125
0.043138,0.080896,0.000167
0.044300,0.116357,0.000215
0.043874,0.163680,0.000264
0.042340,0.226806,0.000307
0.041102,0.289416,0.000338
0.041318,0.316017,0.000352
0.042430,0.316084,0.000358
0.043615,0.316072,0.000359
0.000000,0.000000,0.000000
0.020609,0.008674,0.000013
0.031493,0.019883,0.000047
0.037437,0.034515,0.000087
0.041243,0.054334,0.000126
0.043463,0.080884,0.000168
0.043923,0.116349,0.000217
0.042619,0.163675,0.000266
0.040093,0.226806,0.000305
0.038050,0.272131,0.000325
0.038028,0.281454,0.000328
0.039276,0.281527,0.000323
0.040666,0.281512,0.000316
0.000000,0.000000,0.000000
0.022871,0.008662,0.000013
0.033805,0.019864,0.000048
0.039342,0.034503,0.000089
0.042612,0.054325,0.000128
0.044141,0.080878,0.000171
0.043732,0.116345,0.000219
0.041403,0.163674,0.000264
0.037764,0.219831,0.000289
0.034848,0.249455,0.000286
0.034651,0.250060,0.000265
0.036175,0.250141,0.000245
0.037889,0.250121,0.000230
0.156367,0.003936,0.000177
0.000000,0.000000,0.000000
0.154580,0.003968,0.000203
0.000000,0.000000,0.000000
0.099785,0.011728,0.000403
0.201175,0.001968,0.000149
0.008486,0.000081,0.000007
0.099706,0.011674,0.000402
0.217483,0.011206,0.000505
0.126746,0.004729,0.000268
0.251031,0.006160,0.000395
0.246529,0.000000,0.003063
0.356021,0.001951,0.001497
0.425017,0.004641,0.001489
0.490288,0.001346,0.000329
0.500000,0.000000,0.006213
0.000000,0.000000,0.000000
0.250000,0.000000,0.003107
0.000000,0.000000,0.000002
0.000000,0.000000,0.000000
0.046733,0.562895,0.000339
0.053106,0.562888,0.000307
0.051609,0.549393,0.000331
0.056066,0.549351,0.000312
0.058871,0.549304,0.000308
0.057434,0.493372,0.000325
0.058857,0.493333,0.000327
0.054640,0.493409,0.000334
0.057553,0.442532,0.000342
0.057929,0.442498,0.000347
0.056178,0.442565,0.000344
0.000000,0.000000,0.000000
0.020346,0.009770,0.000014
0.000000,0.000000,0.000000
0.022613,0.009496,0.000014
0.032187,0.021490,0.000048
0.034520,0.021024,0.000049
0.041191,0.035218,0.000092
0.038939,0.035508,0.000089
0.046059,0.054795,0.000134
0.043860,0.054985,0.000130
0.049916,0.081190,0.000178
0.047724,0.081321,0.000173
0.052963,0.116542,0.000223
0.050705,0.116639,0.000218
0.055431,0.163776,0.000267
0.052997,0.163854,0.000263
0.057656,0.226821,0.000306
0.054917,0.226890,0.000303
0.059781,0.304057,0.000329
0.056734,0.304127,0.000329
0.061529,0.381295,0.000333
0.058334,0.381373,0.000337
0.062747,0.441047,0.000332
0.059555,0.444443,0.000338
0.063527,0.472092,0.000332
0.060404,0.491727,0.000338
0.064032,0.485483,0.000332
0.060987,0.527176,0.000338
0.064383,0.492739,0.000332
0.061408,0.550084,0.000338
0.064633,0.493156,0.000332
0.061720,0.560647,0.000338
0.064812,0.491970,0.000330
0.061956,0.563325,0.000338
0.064942,0.491352,0.000328
0.062138,0.563079,0.000337
0.065057,0.491016,0.000325
0.062313,0.562963,0.000336
0.065146,0.490839,0.000319
0.062515,0.562922,0.000334
0.062716,0.562912,0.000329
0.065117,0.490732,0.000310
0.062839,0.562902,0.000322
0.064796,0.490627,0.000297
0.062731,0.562895,0.000312
0.063873,0.490528,0.000283
0.062119,0.562889,0.000300
0.061887,0.490438,0.000272
0.058323,0.490360,0.000270
0.060604,0.562886,0.000292
0.052821,0.490297,0.000283
0.057720,0.562885,0.000292
0.045419,0.490248,0.000313
0.036714,0.490216,0.000362
0.000000,0.000000,0.000000
0.018716,0.009646,0.000014
0.030441,0.021374,0.000048
0.037266,0.035439,0.000088
0.042254,0.054944,0.000128
0.046110,0.081299,0.000171
0.049003,0.116629,0.000216
0.051090,0.163854,0.000261
0.052680,0.226902,0.000302
0.054164,0.304150,0.000330
0.055577,0.381410,0.000341
0.056747,0.444496,0.000344
0.057613,0.491794,0.000345
0.058239,0.521500,0.000346
0.058707,0.536640,0.000346
0.059063,0.545540,0.000346
0.059336,0.548760,0.000346
0.059545,0.548809,0.000346
0.059745,0.548869,0.000346
0.059991,0.548935,0.000345
0.060281,0.549001,0.000342
0.060581,0.549068,0.000338
0.060812,0.549134,0.000332
0.060814,0.549196,0.000322
0.060304,0.549253,0.000313
0.000000,0.000000,0.000000
0.017867,0.008857,0.000013
0.029215,0.020144,0.000047
0.036111,0.034710,0.000087
0.041107,0.054483,0.000127
0.044907,0.080993,0.000169
0.047652,0.116422,0.000214
0.049460,0.163714,0.000260
0.050648,0.226810,0.000302
0.051747,0.304095,0.000331
0.052961,0.381383,0.000345
0.054091,0.443166,0.000351
0.054988,0.479016,0.000353
0.055669,0.490994,0.000354
0.056194,0.492847,0.000355
0.056599,0.492869,0.000356
0.056909,0.492901,0.000356
0.057145,0.492941,0.000356
0.057367,0.492989,0.000356
0.057644,0.493040,0.000356
0.057992,0.493092,0.000355
0.058397,0.493144,0.000353
0.058822,0.493195,0.000349
0.059184,0.493245,0.000342
0.059301,0.493290,0.000334
0.000000,0.000000,0.000000
0.017436,0.008779,0.000013
0.028581,0.020047,0.000046
0.035446,0.034643,0.000086
0.040365,0.054437,0.000126
0.044034,0.080964,0.000168
0.046542,0.116405,0.000213
0.047971,0.163707,0.000259
0.048658,0.226813,0.000302
0.049300,0.304107,0.000334
0.050288,0.381406,0.000350
0.051376,0.429790,0.000357
0.052303,0.442097,0.000361
0.053037,0.442093,0.000363
0.053614,0.442103,0.000364
0.054061,0.442123,0.000365
0.054404,0.442150,0.000366
0.054663,0.442182,0.000366
0.054904,0.442222,0.000367
0.055205,0.442264,0.000367
0.055592,0.442304,0.000367
0.056063,0.442345,0.000366
0.056604,0.442386,0.000364
0.057182,0.442425,0.000360
0.057694,0.442463,0.000354
0.032165,0.387293,0.000327
0.023490,0.387258,0.000397
0.000000,0.000000,0.000000
0.024340,0.010067,0.000015
0.036622,0.022021,0.000051
0.043242,0.035796,0.000095
0.048116,0.055159,0.000138
0.051957,0.081431,0.000183
0.055026,0.116703,0.000229
0.057615,0.163880,0.000273
0.060084,0.226881,0.000310
0.062438,0.304079,0.000329
0.064241,0.376022,0.000330
0.065358,0.410929,0.000328
0.065982,0.408811,0.000328
0.066339,0.399088,0.000329
0.066558,0.393766,0.000328
0.066689,0.390919,0.000326
0.066753,0.389423,0.000322
0.066769,0.388645,0.000316
0.066733,0.388222,0.000309
0.066545,0.388000,0.000297
0.065973,0.387869,0.000280
0.064651,0.387740,0.000261
0.062027,0.387619,0.000246
0.057485,0.387512,0.000241
0.050681,0.387421,0.000251
0.041870,0.387347,0.000279
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.025345,0.013174,0.000027
0.020411,0.013332,0.000025
0.000000,0.000000,0.000000
0.030454,0.012752,0.000029
0.035931,0.028955,0.000081
0.030435,0.029227,0.000076
0.041341,0.028260,0.000087
0.000000,0.000000,0.000000
0.015911,0.013134,0.000023
0.025202,0.028927,0.000071
0.030004,0.047587,0.000123
0.035018,0.047757,0.000131
0.040176,0.047593,0.000140
0.045139,0.047188,0.000151
0.032167,0.071116,0.000181
0.036733,0.071220,0.000191
0.041292,0.071108,0.000204
0.045543,0.070841,0.000222
0.036171,0.100394,0.000261
0.040042,0.100310,0.000279
0.043503,0.100123,0.000302
0.033682,0.136480,0.000338
0.036850,0.136414,0.000360
0.039538,0.136276,0.000386
0.037279,0.137308,0.000655
0.037905,0.137054,0.000628
0.032444,0.181842,0.000660
0.032234,0.181627,0.000638
0.036868,0.137588,0.000679
0.032894,0.182071,0.000680
0.027532,0.236744,0.000628
0.028737,0.236934,0.000646
0.002260,0.010596,0.000045
0.000000,0.000000,0.000000
0.001076,0.010182,0.000046
0.000000,0.000000,0.000000
0.001734,0.022936,0.000166
0.004115,0.022282,0.000168
0.001935,0.009706,0.000047
0.000000,0.000000,0.000000
0.005519,0.021531,0.000169
0.002584,0.009366,0.000047
0.000000,0.000000,0.000000
0.006178,0.021007,0.000171
0.002882,0.009144,0.000049
0.000000,0.000000,0.000000
0.006161,0.020677,0.000175
0.002847,0.009014,0.000051
0.000000,0.000000,0.000000
0.005504,0.020498,0.000181
0.002400,0.008967,0.000055
0.000000,0.000000,0.000000
0.004454,0.020458,0.000189
0.002588,0.009042,0.000060
0.000000,0.000000,0.000000
0.004409,0.020593,0.000200
0.006090,0.009390,0.000070
0.000000,0.000000,0.000000
0.007895,0.021030,0.000215
0.014179,0.010209,0.000091
0.000000,0.000000,0.000000
0.014929,0.021868,0.000239
0.028089,0.013647,0.000148
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.039330,0.013504,0.000034
0.035241,0.013052,0.000031
0.000000,0.000000,0.000000
0.042524,0.013329,0.000039
0.000000,0.000000,0.000000
0.044783,0.013069,0.000042
0.000000,0.000000,0.000000
0.046265,0.012881,0.000047
0.000000,0.000000,0.000000
0.046889,0.012759,0.000052
0.000000,0.000000,0.000000
0.046660,0.012693,0.000059
0.000000,0.000000,0.000000
0.045676,0.012685,0.000066
0.000000,0.000000,0.000000
0.044160,0.012777,0.000077
0.000000,0.000000,0.000000
0.042862,0.013115,0.000093
0.000000,0.000000,0.000000
0.042975,0.013900,0.000122
0.041632,0.016498,0.000173
0.037453,0.023296,0.000255
0.050048,0.029496,0.000104
0.046221,0.028746,0.000094
0.052636,0.029237,0.000113
0.054187,0.028839,0.000123
0.054842,0.028556,0.000135
0.054661,0.028382,0.000147
0.053797,0.028302,0.000161
0.052436,0.028318,0.000177
0.050702,0.028476,0.000196
0.048681,0.028899,0.000221
0.046622,0.029708,0.000260
0.043725,0.032306,0.000319
0.040230,0.036939,0.000383
0.049379,0.047479,0.000166
0.052441,0.047925,0.000182
0.054324,0.047783,0.000199
0.055251,0.047565,0.000217
0.055358,0.047427,0.000236
0.054792,0.047367,0.000257
0.053722,0.047384,0.000280
0.052302,0.047489,0.000306
0.050627,0.047715,0.000335
0.048695,0.048120,0.000370
0.046519,0.048709,0.000412
0.044019,0.050337,0.000458
0.048980,0.071037,0.000244
0.051242,0.071339,0.000268
0.052440,0.071259,0.000292
0.052825,0.071135,0.000317
0.052565,0.071073,0.000342
0.051819,0.071076,0.000370
0.050712,0.071145,0.000399
0.049343,0.071290,0.000431
0.047769,0.071530,0.000466
0.045992,0.071883,0.000502
0.044096,0.072327,0.000539
0.046113,0.100265,0.000330
0.047617,0.100486,0.000359
0.048199,0.100444,0.000387
0.048146,0.100377,0.000414
0.047641,0.100361,0.000442
0.046809,0.100400,0.000471
0.045742,0.100497,0.000502
0.044524,0.100656,0.000535
0.043221,0.100884,0.000568
0.041887,0.101184,0.000600
0.040643,0.101532,0.000630
0.041362,0.136385,0.000416
0.042173,0.136555,0.000444
0.042227,0.136537,0.000470
0.041839,0.136507,0.000493
0.041194,0.136520,0.000517
0.040392,0.136580,0.000543
0.039525,0.136688,0.000570
0.038672,0.136846,0.000599
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.001960,0.006752,0.000005
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.003106,0.010995,0.000016
0.000000,0.000000,0.000000
0.005028,0.012460,0.000025
0.000000,0.000000,0.000000
0.008417,0.012622,0.000032
0.000000,0.000000,0.000000
0.013311,0.012812,0.000040
0.000000,0.000000,0.000000
0.019115,0.013101,0.000050
0.000000,0.000000,0.000000
0.024115,0.013418,0.000065
0.000000,0.000000,0.000000
0.025385,0.013171,0.000085
0.000000,0.000000,0.000000
0.018829,0.012779,0.000111
0.000000,0.000000,0.000000
0.008413,0.013157,0.000132
0.000000,0.000000,0.000000
0.032971,0.013403,0.000142
0.000000,0.000000,0.000000
0.063215,0.013097,0.000144
0.000000,0.000000,0.000000
0.098088,0.012827,0.000143
0.000000,0.000000,0.000000
0.133648,0.012683,0.000140
0.000000,0.000000,0.000000
0.169778,0.012629,0.000136
0.000000,0.000000,0.000000
0.211688,0.010053,0.000132
0.002829,0.008820,0.000014
0.000000,0.000000,0.000000
0.005594,0.018502,0.000047
0.008547,0.025531,0.000078
0.011883,0.028169,0.000102
0.016089,0.028458,0.000124
0.020740,0.028904,0.000152
0.024358,0.029382,0.000191
0.024311,0.028933,0.000241
0.017863,0.028267,0.000294
0.013532,0.028900,0.000321
0.037130,0.029346,0.000310
0.066706,0.028890,0.000283
0.099231,0.028476,0.000250
0.132859,0.028242,0.000217
0.167378,0.025348,0.000188
0.206597,0.015370,0.000158
0.005230,0.008845,0.000022
0.000000,0.000000,0.000000
0.008500,0.020328,0.000076
0.011095,0.033373,0.000135
0.013566,0.043675,0.000183
0.016405,0.047323,0.000226
0.019541,0.047578,0.000277
0.021932,0.047855,0.000343
0.021540,0.047582,0.000423
0.017581,0.047177,0.000494
0.021114,0.047546,0.000496
0.041676,0.047823,0.000436
0.067992,0.047582,0.000365
0.097189,0.047380,0.000296
0.127671,0.044649,0.000235
0.159587,0.035621,0.000187
0.197659,0.021480,0.000138
0.008596,0.008903,0.000027
0.000000,0.000000,0.000000
0.011873,0.020359,0.000098
0.013506,0.035129,0.000185
0.014658,0.052938,0.000261
0.015832,0.066596,0.000331
0.017316,0.071106,0.000407
0.018702,0.071278,0.000499
0.018789,0.071088,0.000605
0.019220,0.070810,0.000674
0.028972,0.071052,0.000637
0.047702,0.071249,0.000531
0.069980,0.071117,0.000424
0.093985,0.067376,0.000327
0.118603,0.055864,0.000243
0.144058,0.040936,0.000175
0.177038,0.027582,0.000106
0.012310,0.008995,0.000030
0.000000,0.000000,0.000000
0.015563,0.020469,0.000114
0.016081,0.035099,0.000224
0.015740,0.055057,0.000330
0.015040,0.078532,0.000432
0.014608,0.095462,0.000536
0.015091,0.100417,0.000653
0.016804,0.100271,0.000773
0.022885,0.100065,0.000828
0.036803,0.100235,0.000755
0.054179,0.100388,0.000615
0.072356,0.095191,0.000486
0.090297,0.078793,0.000372
0.107056,0.056697,0.000273
0.122559,0.038118,0.000189
0.142038,0.022756,0.000096
0.015506,0.009141,0.000032
0.000000,0.000000,0.000000
0.018844,0.020675,0.000124
0.018503,0.035157,0.000254
0.016853,0.055012,0.000390
0.014324,0.081692,0.000524
0.011733,0.112018,0.000659
0.011538,0.131783,0.000795
0.016438,0.136346,0.000917
0.027868,0.136185,0.000950
0.044246,0.136310,0.000849
0.060419,0.131498,0.000693
0.074921,0.111278,0.000551
0.087224,0.080847,0.000429
0.096404,0.054369,0.000321
0.102103,0.034660,0.000221
0.107892,0.018097,0.000112
0.017506,0.009368,0.000034
0.000000,0.000000,0.000000
0.021059,0.021015,0.000133
0.020226,0.035311,0.000277
0.017650,0.055053,0.000439
0.013652,0.081652,0.000604
0.008922,0.117239,0.000765
0.008819,0.155849,0.000914
0.018110,0.177430,0.001025
0.033453,0.180739,0.001033
0.051087,0.177170,0.000914
0.066046,0.155147,0.000748
0.077428,0.116424,0.000593
0.085198,0.081023,0.000456
0.089057,0.054593,0.000335
0.089060,0.034982,0.000226
0.084869,0.020746,0.000123
